date,temperature,humidity,precipitation,wind_speed,disease_0,disease_1,disease_2,disease_3,disease_4,disease_5,disease_6,disease_7,disease_8,disease_9
2015-01-27,24.7,70.21,10.39,15.26,0,0,0,0,0,0,0,0,0,0
2015-01-28,23.75,53.96,28.76,4.74,0,0,0,0,0,0,0,0,0,1
2015-01-29,25.31,60.02,81.93,7.68,0,0,0,0,0,0,0,0,0,0
2015-01-30,20.14,82.84,14.87,5.51,0,0,0,0,0,0,0,0,0,0
2015-01-31,15.0,71.34,6.7,23.06,0,0,0,0,0,0,0,0,0,0
2015-02-01,25.19,74.32,29.98,2.63,0,0,0,1,0,0,0,0,0,0
2015-02-02,17.78,82.18,10.41,17.64,0,0,0,0,0,0,1,1,1,0
2015-02-03,31.02,69.53,22.41,9.88,0,0,0,0,0,1,1,0,1,0
2015-02-04,27.3,68.8,21.49,5.07,0,0,0,0,0,0,0,0,0,0
2015-02-05,24.21,79.82,6.4,5.69,0,0,0,0,0,0,0,0,0,0
2015-02-06,23.88,64.52,6.73,8.88,0,0,0,0,0,0,0,0,0,0
2015-02-07,24.86,81.66,43.92,6.94,0,0,0,0,0,0,0,0,0,0
2015-02-08,20.8,92.0,8.72,7.87,0,0,0,0,0,0,0,0,0,0
2015-02-09,20.9,75.05,7.51,2.0,1,0,0,0,0,0,0,0,1,0
2015-02-10,25.92,65.84,7.19,3.15,0,0,0,0,0,0,0,0,0,0
2015-02-11,20.13,53.93,19.9,6.47,0,0,0,0,0,0,0,0,0,0
2015-02-12,19.85,71.75,9.92,6.04,0,0,0,0,0,0,0,0,0,0
2015-02-13,20.74,72.73,14.1,18.84,0,0,1,0,0,0,0,1,1,0
2015-02-14,25.92,70.77,7.58,22.08,0,0,0,0,0,0,0,0,0,0
2015-02-15,19.07,51.92,9.46,13.57,0,0,0,0,0,0,0,0,0,0
2015-02-16,26.76,62.16,28.91,14.92,0,0,0,0,0,0,0,0,0,0
2015-02-17,18.68,61.01,21.99,13.21,0,0,0,0,0,0,0,0,0,0
2015-02-18,24.38,74.18,21.67,0.58,0,0,0,0,0,0,0,0,0,0
2015-02-19,22.08,69.39,14.7,12.38,0,0,0,0,0,0,0,0,0,0
2015-02-20,20.45,72.85,3.54,13.46,0,0,0,0,0,0,0,0,0,0
2015-02-21,33.85,63.99,39.38,14.2,0,0,0,0,0,0,0,0,0,0
2015-02-22,26.32,56.8,11.27,3.67,0,0,0,0,0,0,0,0,0,0
2015-02-23,33.53,69.98,8.14,10.33,0,0,0,0,0,0,0,0,0,0
2015-02-24,20.39,79.99,5.11,13.45,0,0,0,0,0,0,0,0,0,0
2015-02-25,22.26,69.59,15.12,5.19,0,0,0,0,0,0,0,0,0,0
2015-02-26,33.93,80.45,5.88,7.09,0,0,0,0,0,0,0,0,0,0
2015-02-27,21.76,66.44,31.58,12.97,0,0,0,0,0,0,0,0,0,0
2015-02-28,24.73,67.24,25.66,6.22,0,0,0,0,0,0,0,0,0,0
2015-03-01,25.82,75.62,7.61,13.53,0,0,0,0,0,0,0,0,0,0
2015-03-02,15.0,62.83,20.57,6.57,0,0,0,1,0,1,0,1,0,0
2015-03-03,21.01,44.93,20.0,7.5,0,0,0,0,0,0,0,0,0,0
2015-03-04,28.95,82.73,53.53,9.42,0,0,0,0,0,0,0,0,0,0
2015-03-05,24.89,48.79,6.56,2.68,0,0,0,0,0,0,0,0,0,0
2015-03-06,23.8,78.91,23.37,5.64,0,0,0,0,0,1,0,1,0,0
2015-03-07,20.66,67.11,16.62,2.44,0,0,0,0,0,0,0,0,0,0
2015-03-08,27.9,81.35,15.7,16.7,0,0,0,0,0,0,0,0,0,0
2015-03-09,23.55,85.57,46.32,5.96,0,0,0,1,0,1,0,0,1,0
2015-03-10,22.53,83.35,8.53,8.25,0,0,0,0,0,0,0,0,0,0
2015-03-11,27.18,89.09,15.27,13.98,0,0,0,0,0,0,0,0,0,0
2015-03-12,28.68,67.7,19.84,9.9,0,0,0,0,0,0,0,0,0,0
2015-03-13,27.9,69.98,13.98,11.29,1,0,0,1,0,0,0,0,0,1
2015-03-14,35.0,79.25,8.87,18.68,1,0,0,0,1,0,0,0,0,0
2015-03-15,24.25,79.43,11.15,6.88,0,0,0,0,0,0,0,0,0,0
2015-03-16,30.18,83.83,71.96,9.48,0,0,0,0,0,0,0,0,0,0
2015-03-17,28.67,68.65,7.77,4.01,0,1,1,0,0,0,0,1,0,0
2015-03-18,15.0,76.78,63.36,16.21,1,0,1,0,0,0,0,0,1,0
2015-03-19,28.9,64.42,9.67,13.19,0,0,0,0,0,0,0,0,0,0
2015-03-20,35.0,55.41,8.06,13.1,0,0,0,0,0,0,0,0,0,0
2015-03-21,33.68,79.18,9.4,16.22,0,0,0,0,0,0,0,0,0,0
2015-03-22,24.74,72.57,3.05,13.09,0,1,0,0,1,0,1,0,0,0
2015-03-23,19.3,73.02,7.95,18.59,0,1,1,0,0,0,1,0,0,0
2015-03-24,19.76,73.71,8.34,11.37,1,0,0,0,0,1,0,0,0,0
2015-03-25,20.77,69.55,14.1,3.93,0,1,1,1,0,0,0,0,0,0
2015-03-26,25.02,58.2,37.6,8.75,0,0,0,0,0,0,0,0,0,0
2015-03-27,28.18,62.39,8.93,9.85,1,0,0,0,0,0,0,0,0,0
2015-03-28,15.0,74.83,20.4,6.56,0,0,0,0,0,0,0,0,0,0
2015-03-29,23.17,66.03,15.82,16.98,0,0,0,0,0,0,0,0,0,0
2015-03-30,26.94,57.96,8.56,21.97,0,0,0,0,0,0,0,0,0,0
2015-03-31,21.34,74.07,8.0,9.93,0,0,0,0,0,0,0,0,0,0
2015-04-01,20.91,72.77,5.62,9.31,0,0,0,1,0,0,1,0,0,0
2015-04-02,23.99,68.95,4.9,7.53,0,0,0,0,0,0,0,0,0,0
2015-04-03,25.46,83.78,5.38,18.95,0,0,0,0,0,0,0,0,0,0
2015-04-04,18.78,66.01,6.3,14.97,0,0,0,0,0,0,0,0,0,0
2015-04-05,25.3,63.55,18.02,7.82,0,0,0,0,0,0,0,0,0,0
2015-04-06,25.34,59.42,11.77,9.61,0,0,0,0,1,1,1,0,0,0
2015-04-07,20.21,76.9,32.85,10.97,0,0,0,0,0,0,0,0,0,0
2015-04-08,15.0,55.3,16.72,0.0,0,0,0,0,0,0,0,0,0,0
2015-04-09,27.64,66.5,20.13,20.64,0,0,0,0,0,0,0,0,0,0
2015-04-10,20.83,73.04,17.85,14.43,1,0,0,0,0,0,1,0,0,0
2015-04-11,21.52,70.11,29.28,7.09,0,0,0,0,0,0,0,0,0,0
2015-04-12,15.0,69.5,46.65,13.82,0,0,0,0,0,0,0,0,0,0
2015-04-13,25.58,85.67,13.58,8.83,0,0,0,0,0,0,0,0,0,0
2015-04-14,25.25,75.06,12.2,6.23,0,0,0,0,0,0,0,0,0,0
2015-04-15,21.31,71.74,3.75,13.01,0,0,0,0,0,0,0,0,0,0
2015-04-16,32.96,69.37,10.15,16.89,0,0,0,1,0,0,0,0,0,1
2015-04-17,21.78,79.21,8.55,5.72,0,0,1,0,0,0,0,0,0,0
2015-04-18,23.12,72.51,12.27,4.61,0,0,0,0,0,0,0,0,0,0
2015-04-19,21.19,92.18,15.03,4.9,0,0,0,0,0,0,0,0,0,0
2015-04-20,19.29,59.01,9.98,1.61,0,0,0,0,0,0,0,0,0,0
2015-04-21,27.85,66.06,31.22,16.04,0,0,1,0,0,0,0,0,1,0
2015-04-22,18.29,71.99,6.68,2.68,0,0,0,0,0,0,0,0,0,0
2015-04-23,18.37,64.43,6.19,1.79,0,0,0,0,0,0,0,0,0,0
2015-04-24,29.39,89.11,13.92,0.0,0,0,0,0,0,0,0,0,0,0
2015-04-25,23.53,67.75,9.14,22.57,0,0,0,0,0,0,0,0,0,0
2015-04-26,29.23,89.43,3.67,8.6,0,0,0,0,0,0,0,0,0,0
2015-04-27,32.37,55.84,14.91,0.53,0,0,0,0,0,0,0,0,0,0
2015-04-28,24.25,66.94,1.81,1.91,0,0,0,0,0,1,0,0,0,0
2015-04-29,29.19,83.29,2.31,6.28,0,0,0,0,0,0,0,0,0,0
2015-04-30,27.95,55.34,10.19,4.03,0,0,0,0,0,0,0,0,0,0
2015-05-01,30.23,67.5,6.96,12.7,0,0,0,0,0,0,1,1,0,1
2015-05-02,26.43,56.23,5.82,6.34,1,0,0,0,0,0,0,1,0,0
2015-05-03,19.03,61.67,12.23,14.98,1,0,0,0,0,0,1,0,0,0
2015-05-04,16.14,69.71,16.37,11.51,0,0,0,0,0,0,0,1,1,0
2015-05-05,15.0,73.09,7.01,9.72,0,1,0,0,1,0,1,0,0,0
2015-05-06,23.33,69.94,7.06,12.31,0,0,0,0,0,0,0,0,0,0
2015-05-07,27.93,76.11,27.62,0.0,0,0,0,0,0,0,0,0,0,0
2015-05-08,21.54,71.72,5.26,0.0,0,0,0,0,0,0,0,0,0,0
2015-05-09,23.44,62.29,3.99,4.67,0,0,0,0,0,0,0,0,0,1
2015-05-10,26.04,72.93,36.16,13.37,0,0,0,0,0,0,0,0,0,0
2015-05-11,15.45,72.09,36.66,10.18,0,0,1,0,0,0,1,0,0,0
2015-05-12,22.47,72.92,2.74,9.7,0,0,0,0,0,0,0,0,0,0
2015-05-13,20.46,63.73,27.02,8.4,0,0,0,1,0,1,0,1,0,0
2015-05-14,23.4,58.36,1.87,1.21,0,0,0,0,0,0,0,0,0,0
2015-05-15,15.59,67.86,25.95,10.43,0,0,0,0,0,0,0,0,0,0
2015-05-16,23.54,62.53,8.22,11.27,0,0,0,0,0,0,0,0,0,0
2015-05-17,24.88,82.48,2.71,16.08,0,0,0,0,0,0,0,0,0,0
2015-05-18,26.14,71.62,27.67,12.09,0,0,0,0,0,0,0,0,0,0
2015-05-19,21.05,74.39,11.5,13.08,0,0,0,0,0,0,0,0,0,0
2015-05-20,22.2,79.21,1.7,0.66,0,0,0,1,0,0,1,0,1,0
2015-05-21,21.95,70.26,1.86,0.0,0,0,0,0,0,0,0,0,0,0
2015-05-22,25.7,81.21,1.21,20.71,0,0,0,0,0,0,0,0,0,0
2015-05-23,18.02,70.66,23.83,14.86,0,0,1,0,0,0,0,0,0,1
2015-05-24,23.93,74.58,3.84,16.18,0,1,0,1,0,0,0,0,0,0
2015-05-25,30.7,70.74,3.62,5.34,1,0,0,1,0,0,0,0,0,0
2015-05-26,25.93,66.89,5.34,15.63,0,0,0,0,0,0,0,0,0,0
2015-05-27,19.58,78.48,12.41,9.29,0,0,0,0,0,0,0,0,0,0
2015-05-28,15.0,75.31,5.98,6.75,0,0,0,0,0,0,0,0,0,0
2015-05-29,21.69,52.32,6.05,19.64,0,0,0,0,0,0,0,0,0,0
2015-05-30,23.88,63.42,8.05,13.41,0,0,1,0,0,0,1,0,0,0
2015-05-31,19.68,69.52,14.84,5.83,1,0,0,1,0,0,0,0,0,0
2015-06-01,28.89,63.95,22.15,9.19,0,0,0,0,0,0,1,0,1,1
2015-06-02,23.01,73.4,1.34,19.03,0,0,0,0,0,0,0,0,0,0
2015-06-03,23.5,79.63,70.83,3.08,0,0,0,0,0,0,0,0,0,0
2015-06-04,18.36,81.21,14.31,5.34,0,0,1,0,0,0,0,1,0,0
2015-06-05,21.48,73.83,11.93,6.35,0,0,0,0,0,0,0,0,0,0
2015-06-06,30.48,66.29,22.24,13.97,0,0,0,0,0,0,0,0,0,0
2015-06-07,20.08,64.41,10.75,5.59,0,0,0,0,0,0,0,0,1,0
2015-06-08,27.26,76.02,7.14,8.04,0,0,0,0,0,0,0,0,0,0
2015-06-09,24.56,59.29,22.74,5.72,0,0,0,0,0,0,0,0,0,0
2015-06-10,26.91,79.51,4.42,13.79,0,0,0,0,0,0,0,0,0,0
2015-06-11,28.06,62.02,23.17,7.24,0,0,0,0,0,0,0,0,0,0
2015-06-12,20.57,51.01,14.37,12.18,0,0,0,0,0,0,0,0,0,0
2015-06-13,22.78,65.73,14.9,12.26,0,0,0,0,0,0,0,0,0,0
2015-06-14,18.58,62.25,13.36,7.65,1,1,0,0,0,1,0,0,0,0
2015-06-15,20.77,62.37,29.71,7.28,0,0,1,0,1,0,0,0,0,0
2015-06-16,26.89,70.13,9.32,12.91,0,0,0,0,0,0,0,1,0,0
2015-06-17,26.64,66.48,33.65,4.52,1,0,0,0,0,0,0,0,0,0
2015-06-18,25.34,69.55,18.96,9.62,0,0,0,0,0,0,0,0,0,0
2015-06-19,22.45,62.93,14.38,1.33,0,0,0,0,0,0,0,0,0,0
2015-06-20,17.7,61.08,7.47,12.09,0,0,0,0,0,0,0,0,0,0
2015-06-21,23.55,76.66,11.43,9.25,0,0,0,0,0,0,0,0,0,0
2015-06-22,27.96,65.69,41.24,22.66,0,0,0,0,0,0,0,0,0,0
2015-06-23,27.24,71.89,24.0,12.39,0,0,0,0,0,0,0,0,0,0
2015-06-24,20.81,76.64,8.61,9.41,0,0,1,1,0,0,0,1,0,0
2015-06-25,23.21,64.4,41.66,0.0,0,0,0,0,0,0,0,0,0,0
2015-06-26,20.59,56.92,1.48,3.24,0,0,0,0,0,0,0,0,0,0
2015-06-27,23.03,71.31,6.13,14.33,0,0,0,0,0,0,0,0,0,0
2015-06-28,18.75,77.7,10.63,6.93,0,0,0,1,0,0,0,0,0,0
2015-06-29,21.44,78.69,37.11,6.07,0,0,0,0,0,0,0,0,0,0
2015-06-30,21.59,71.09,7.29,0.0,0,0,0,0,0,0,0,0,0,0
2015-07-01,23.9,57.48,9.21,19.78,0,0,0,0,0,0,0,0,0,0
2015-07-02,32.09,83.18,7.62,13.66,0,0,0,0,0,0,0,0,0,0
2015-07-03,22.57,72.28,25.51,8.27,1,0,0,0,0,0,0,0,0,1
2015-07-04,22.0,58.94,49.07,12.25,0,0,0,0,0,0,0,0,0,0
2015-07-05,29.12,51.77,7.38,7.84,0,0,0,0,0,0,0,0,0,0
2015-07-06,24.41,79.67,14.33,15.09,0,0,0,0,0,0,0,0,0,0
2015-07-07,26.65,70.28,2.31,0.0,0,0,0,0,0,0,0,0,0,0
2015-07-08,28.11,60.76,3.76,11.48,0,0,0,0,0,0,0,0,0,0
2015-07-09,33.19,71.06,78.08,13.55,0,0,0,0,0,1,0,1,1,0
2015-07-10,23.38,67.83,3.3,7.86,0,0,0,0,0,0,0,0,0,0
2015-07-11,27.58,81.78,19.43,3.74,0,0,0,0,0,0,0,0,0,0
2015-07-12,16.34,71.67,34.02,16.1,0,0,0,0,0,0,0,0,0,0
2015-07-13,17.68,62.35,17.36,8.56,0,0,0,1,0,0,1,0,0,1
2015-07-14,24.07,91.87,33.48,8.2,0,0,0,0,0,0,0,0,0,0
2015-07-15,33.53,71.77,2.62,11.54,0,0,0,0,0,0,0,0,0,0
2015-07-16,25.52,80.25,18.67,13.55,0,0,0,0,0,0,0,0,0,0
2015-07-17,23.96,78.76,8.01,9.66,0,0,1,1,0,0,1,0,0,0
2015-07-18,19.45,78.71,0.35,16.05,0,0,0,0,0,0,0,0,0,0
2015-07-19,28.69,71.05,0.49,5.43,0,0,0,0,0,0,0,0,0,0
2015-07-20,15.0,73.86,18.9,6.35,0,0,0,0,0,0,0,0,1,0
2015-07-21,15.0,76.6,23.18,9.21,0,0,0,0,0,0,0,0,0,0
2015-07-22,20.84,80.46,8.65,7.27,0,0,0,0,0,0,0,0,0,0
2015-07-23,17.97,48.73,2.72,7.09,0,0,0,0,0,0,0,0,0,0
2015-07-24,28.92,51.78,21.56,15.43,0,0,0,0,0,0,0,0,0,0
2015-07-25,19.72,76.11,48.27,12.9,0,0,0,0,0,0,0,0,0,0
2015-07-26,26.01,74.97,0.77,12.01,0,0,0,0,0,0,0,0,0,0
2015-07-27,23.68,60.36,21.74,9.75,0,0,0,0,0,0,0,0,0,0
2015-07-28,29.24,57.97,36.23,7.74,0,0,0,0,0,0,0,0,0,0
2015-07-29,32.92,71.11,19.66,13.02,0,0,0,0,0,0,0,0,0,0
2015-07-30,23.25,76.66,3.76,2.63,0,0,0,0,0,0,0,0,0,0
2015-07-31,22.57,81.24,0.15,15.55,0,1,0,0,0,0,1,0,0,0
2015-08-01,15.0,60.29,54.33,7.27,0,0,0,0,0,0,1,0,1,1
2015-08-02,22.14,64.29,7.76,5.87,0,0,0,0,0,0,0,0,0,0
2015-08-03,20.35,66.84,14.06,9.38,0,0,0,0,0,0,0,0,0,0
2015-08-04,33.65,62.47,19.72,9.07,0,0,0,0,1,1,0,1,0,0
2015-08-05,23.73,61.44,13.77,2.14,0,0,0,0,0,0,1,0,0,0
2015-08-06,17.6,68.57,17.69,9.61,0,0,0,0,0,0,0,0,0,0
2015-08-07,28.49,63.69,2.15,12.62,0,0,0,0,0,0,0,0,0,0
2015-08-08,29.96,61.69,5.8,7.59,1,0,0,0,0,1,0,0,0,0
2015-08-09,23.85,89.59,12.75,7.74,0,0,0,0,0,0,0,0,0,0
2015-08-10,18.87,72.67,39.49,6.4,0,0,0,0,0,0,0,0,0,0
2015-08-11,16.51,75.16,38.53,19.89,1,0,0,1,0,0,0,0,1,0
2015-08-12,28.19,72.24,15.92,8.92,0,0,0,0,0,0,0,0,0,0
2015-08-13,23.78,71.09,21.56,8.62,0,0,0,0,0,0,0,0,0,0
2015-08-14,22.21,77.37,10.76,7.65,0,0,0,1,0,1,1,0,0,0
2015-08-15,30.86,73.67,22.81,6.07,0,0,0,0,0,0,0,0,0,0
2015-08-16,28.62,56.89,11.46,3.0,1,1,0,0,1,0,0,0,0,0
2015-08-17,26.66,69.21,6.8,13.31,0,0,0,0,0,0,0,0,0,0
2015-08-18,27.0,56.06,31.96,16.61,0,0,0,0,0,0,0,0,0,0
2015-08-19,23.25,76.62,2.5,10.56,0,0,0,0,0,0,0,0,0,0
2015-08-20,22.6,64.95,0.83,5.44,0,0,0,0,0,0,0,0,0,0
2015-08-21,19.86,70.68,22.85,17.49,0,0,0,0,0,0,0,0,0,0
2015-08-22,30.27,74.89,0.22,5.89,1,0,0,0,0,0,0,0,1,0
2015-08-23,25.39,63.46,5.38,11.89,0,0,1,0,1,0,0,0,0,1
2015-08-24,25.36,60.36,4.68,4.95,0,0,0,0,0,0,0,0,0,0
2015-08-25,22.31,70.23,16.09,4.62,0,0,0,0,0,0,0,0,0,0
2015-08-26,23.75,66.02,13.5,16.48,0,0,0,0,0,0,0,0,0,0
2015-08-27,22.66,68.39,12.21,10.19,1,0,0,0,1,0,0,0,0,0
2015-08-28,15.2,70.92,15.18,18.29,0,0,0,0,0,0,1,0,1,0
2015-08-29,15.0,67.42,46.75,18.58,0,0,0,0,0,0,0,0,0,0
2015-08-30,22.63,70.11,9.88,9.26,0,0,0,0,0,0,0,0,0,0
2015-08-31,23.46,71.74,1.83,10.64,0,0,0,0,0,0,0,0,0,0
2015-09-01,22.63,81.09,17.39,16.33,0,0,0,0,0,0,0,0,0,0
2015-09-02,26.74,65.67,30.02,10.48,0,0,0,0,0,0,0,0,0,0
2015-09-03,28.7,78.73,13.32,0.0,0,0,0,0,0,0,0,1,0,0
2015-09-04,29.01,56.71,2.23,9.75,0,0,0,0,0,0,0,0,0,0
2015-09-05,19.08,73.3,8.73,7.45,0,0,0,0,0,0,0,0,0,0
2015-09-06,26.31,56.21,13.95,1.27,0,0,0,0,0,0,0,0,0,0
2015-09-07,21.76,72.11,17.05,19.35,0,0,0,0,0,0,0,0,0,0
2015-09-08,25.32,53.32,1.54,11.63,0,0,0,0,1,0,0,0,0,0
2015-09-09,22.73,76.06,41.39,2.18,0,0,0,0,0,0,0,0,0,0
2015-09-10,22.35,74.3,0.0,20.03,0,0,0,0,0,0,0,0,0,0
2015-09-11,28.25,72.62,1.42,3.34,0,0,0,0,0,0,0,0,0,0
2015-09-12,25.95,83.38,0.88,18.83,0,0,0,0,0,0,0,0,0,0
2015-09-13,18.52,59.62,12.34,13.12,0,0,0,0,0,0,0,0,0,0
2015-09-14,22.23,72.7,1.16,5.2,0,0,1,0,0,0,1,0,0,0
2015-09-15,21.94,62.25,18.04,15.32,0,0,0,0,0,0,0,0,0,0
2015-09-16,26.22,62.53,9.08,13.23,0,0,0,0,0,0,1,0,0,0
2015-09-17,27.33,75.73,7.44,10.1,0,0,0,0,0,0,0,0,0,0
2015-09-18,20.66,63.95,2.68,10.77,0,0,0,0,0,0,0,0,0,0
2015-09-19,21.17,66.6,18.43,8.72,0,1,0,0,0,0,0,0,0,0
2015-09-20,20.05,64.96,40.54,0.38,0,0,0,0,0,0,0,0,0,0
2015-09-21,15.97,81.18,18.39,4.88,0,0,0,0,0,1,0,0,0,1
2015-09-22,20.67,79.76,41.55,4.76,0,0,0,0,0,0,0,0,0,0
2015-09-23,30.96,91.78,12.72,13.02,0,0,0,0,0,0,0,0,0,0
2015-09-24,26.87,69.31,10.04,6.67,0,0,0,0,0,0,0,0,0,0
2015-09-25,22.39,73.11,24.34,13.27,0,0,0,0,0,0,0,0,0,0
2015-09-26,25.93,96.98,1.41,9.75,0,1,0,0,0,0,0,0,1,1
2015-09-27,25.78,67.95,6.72,16.41,0,0,0,0,0,0,0,0,0,0
2015-09-28,24.89,82.08,1.9,3.21,0,0,0,0,0,0,1,0,0,0
2015-09-29,16.46,72.25,49.37,8.6,1,0,0,0,0,0,0,0,0,1
2015-09-30,25.59,76.36,32.45,9.84,0,0,0,0,0,0,0,0,0,0
2015-10-01,22.86,67.96,22.16,4.17,0,0,0,0,0,0,0,0,0,0
2015-10-02,24.48,74.95,5.52,10.71,1,0,0,0,0,1,1,0,0,0
2015-10-03,27.61,69.87,55.18,12.51,0,0,0,0,0,0,0,0,0,0
2015-10-04,24.33,82.88,3.21,12.16,0,0,0,0,0,0,0,0,0,0
2015-10-05,23.74,48.61,11.01,3.67,0,0,0,0,0,0,0,0,0,0
2015-10-06,24.37,82.27,25.55,12.59,0,0,0,0,0,0,0,0,0,0
2015-10-07,25.27,70.27,38.82,2.19,0,0,0,0,0,0,0,0,0,0
2015-10-08,20.92,82.3,0.25,15.22,0,0,0,0,0,0,0,0,0,0
2015-10-09,24.43,69.94,17.76,15.17,0,0,0,0,0,0,0,0,0,0
2015-10-10,22.14,79.87,6.57,14.3,0,0,0,0,0,0,0,0,1,0
2015-10-11,28.64,78.12,0.0,4.46,1,0,0,0,0,0,0,1,0,0
2015-10-12,17.39,67.06,8.12,9.73,0,0,0,0,0,0,0,0,0,0
2015-10-13,15.0,63.42,4.57,4.65,0,0,0,0,0,0,0,0,0,0
2015-10-14,24.31,59.21,0.0,9.29,0,0,0,0,0,0,0,0,0,0
2015-10-15,17.89,76.18,74.33,3.99,0,0,0,0,0,0,0,0,0,1
2015-10-16,31.05,67.12,19.79,0.0,0,0,1,0,0,0,0,0,0,0
2015-10-17,15.0,75.21,28.53,19.64,0,0,0,0,0,0,0,0,0,0
2015-10-18,23.34,74.01,20.08,16.98,0,0,0,0,0,0,0,0,0,0
2015-10-19,24.5,90.26,2.68,3.09,0,0,0,0,0,0,0,0,0,0
2015-10-20,19.77,63.75,0.0,14.46,0,0,1,1,0,0,0,0,1,0
2015-10-21,20.02,43.12,1.73,12.65,0,0,0,0,0,0,0,0,0,0
2015-10-22,20.11,76.04,10.78,6.39,1,0,0,0,0,0,0,0,0,1
2015-10-23,20.39,82.85,7.69,15.21,0,0,0,0,0,0,0,0,0,0
2015-10-24,16.49,79.71,10.5,0.0,0,0,0,0,0,0,0,0,0,0
2015-10-25,27.2,64.79,0.46,12.3,0,0,0,0,0,0,0,0,0,0
2015-10-26,21.7,77.35,0.0,10.31,0,0,0,0,0,1,1,0,1,0
2015-10-27,20.43,64.86,11.48,6.05,0,0,0,0,0,0,0,0,0,0
2015-10-28,17.57,58.29,10.4,5.63,0,0,0,0,0,0,0,0,0,0
2015-10-29,21.32,76.06,15.21,3.8,0,0,0,0,0,0,0,0,0,0
2015-10-30,24.53,68.34,2.01,10.07,0,0,0,0,0,0,0,0,0,0
2015-10-31,18.5,64.58,25.65,8.53,0,0,0,0,0,0,0,0,0,0
2015-11-01,28.0,75.97,17.5,13.46,0,0,0,0,0,0,0,0,0,0
2015-11-02,20.45,61.21,11.81,4.0,0,0,0,1,0,0,0,0,0,1
2015-11-03,33.89,85.2,4.83,14.84,0,0,1,0,0,1,0,1,0,0
2015-11-04,20.38,68.81,19.1,16.43,0,0,0,0,0,0,0,0,0,0
2015-11-05,18.51,63.83,7.52,0.0,0,0,0,0,0,0,0,0,0,0
2015-11-06,23.05,68.21,3.52,6.0,0,0,0,0,0,0,0,0,0,0
2015-11-07,16.79,71.15,7.49,7.57,0,0,0,0,0,0,0,0,0,0
2015-11-08,23.64,72.19,10.53,10.7,0,0,0,0,0,0,0,0,0,0
2015-11-09,27.44,58.04,4.22,17.23,0,0,0,0,1,0,0,1,1,0
2015-11-10,24.32,75.1,1.97,5.75,0,0,0,0,0,0,0,0,0,0
2015-11-11,17.34,71.94,0.0,11.36,0,1,0,0,0,0,0,0,0,0
2015-11-12,27.59,71.05,13.53,10.07,0,0,0,0,0,0,0,0,0,1
2015-11-13,25.8,57.99,7.0,9.48,0,0,0,0,0,0,0,0,0,0
2015-11-14,15.05,54.24,7.58,7.26,0,0,0,0,0,0,0,0,0,0
2015-11-15,23.71,65.56,5.2,9.9,0,0,0,0,0,0,0,0,0,0
2015-11-16,22.25,84.88,4.79,12.21,0,0,0,0,0,0,0,0,0,0
2015-11-17,21.77,86.61,11.96,7.26,0,0,0,0,0,0,0,0,0,0
2015-11-18,25.38,64.98,12.68,9.87,0,1,0,0,0,1,0,1,0,0
2015-11-19,15.44,76.95,2.33,4.5,0,0,0,0,0,0,0,0,0,0
2015-11-20,22.8,69.59,1.66,11.25,0,0,0,0,0,0,0,0,0,0
2015-11-21,16.78,71.25,0.0,16.05,0,0,0,0,0,0,0,0,0,0
2015-11-22,24.58,63.78,15.48,9.67,0,0,1,1,0,0,1,0,0,0
2015-11-23,15.0,71.32,9.21,12.21,0,1,0,1,0,0,0,1,0,0
2015-11-24,20.51,82.87,7.89,17.6,0,0,0,0,0,0,0,0,0,0
2015-11-25,15.0,66.29,49.85,11.5,0,0,0,0,0,0,0,0,0,0
2015-11-26,25.17,91.29,4.97,11.84,0,0,0,0,0,0,0,0,0,0
2015-11-27,17.94,65.0,1.13,10.23,0,0,0,0,0,0,0,0,0,0
2015-11-28,20.31,58.23,22.12,14.37,0,0,0,1,0,0,1,1,0,0
2015-11-29,23.2,61.69,5.4,7.52,0,0,0,0,0,0,0,0,0,0
2015-11-30,15.0,63.9,51.72,6.91,0,0,0,0,0,0,0,0,0,0
2015-12-01,30.31,69.06,4.28,4.83,0,0,0,0,0,0,0,0,0,0
2015-12-02,23.11,69.89,0.0,4.99,0,0,0,0,0,0,0,1,0,0
2015-12-03,33.83,84.42,2.32,7.88,0,0,1,1,0,0,0,0,0,0
2015-12-04,28.9,68.25,0.0,13.95,0,0,0,0,0,0,0,0,0,0
2015-12-05,20.16,61.27,47.82,12.98,0,1,0,0,1,0,0,1,0,0
2015-12-06,30.23,82.12,11.94,6.09,0,0,0,0,0,1,0,0,0,0
2015-12-07,19.84,62.27,0.0,6.76,0,0,0,0,0,0,0,0,0,0
2015-12-08,29.92,53.63,0.0,10.33,0,0,0,0,0,0,0,0,0,0
2015-12-09,15.83,79.39,0.0,7.13,0,0,0,0,0,0,0,0,0,0
2015-12-10,18.48,65.32,13.1,0.65,0,0,0,0,0,0,0,0,0,0
2015-12-11,17.54,80.43,0.0,16.03,0,0,0,0,0,0,1,0,0,0
2015-12-12,21.57,67.14,2.89,11.5,0,0,0,1,0,0,0,0,0,0
2015-12-13,22.8,77.67,12.29,6.56,0,0,0,0,0,0,0,0,0,0
2015-12-14,16.51,57.61,48.47,5.52,0,0,0,0,0,0,0,0,0,0
2015-12-15,25.78,61.64,0.0,10.68,0,0,0,0,0,0,0,0,0,0
