date,temperature,humidity,precipitation,wind_speed,country,disease_0,disease_1,disease_2,disease_3,disease_4,disease_5,disease_6,disease_7,disease_8,disease_9
2017-07-30,26.144166666666667,41.291666666666664,0.0,4.787083333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-07-31,25.165833333333335,45.208333333333336,0.0,5.274166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-01,24.75375,51.708333333333336,1.07,3.089166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-02,24.31375,59.416666666666664,0.66,1.9974999999999998,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-03,24.76875,53.041666666666664,0.5900000000000001,4.08125,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-04,26.316666666666666,42.833333333333336,0.0,4.307083333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-05,24.982083333333335,50.416666666666664,2.17,2.952916666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-06,24.675416666666667,57.333333333333336,1.36,3.5483333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-07,23.608333333333334,59.0,0.7,3.703333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-08,23.10166666666667,60.5,1.27,3.769166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-09,23.92375,60.0,0.58,3.1245833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-10,23.595,59.333333333333336,0.12,3.185,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-11,23.30125,62.5,2.79,3.610416666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-12,23.208333333333332,58.75,0.39,3.94,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-13,23.9175,59.541666666666664,2.8000000000000003,2.67375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-14,23.425833333333333,62.041666666666664,1.86,2.2975,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-15,22.685000000000002,64.04166666666667,1.8800000000000001,3.6245833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-16,24.775000000000002,49.666666666666664,0.21,3.8716666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-17,25.08791666666667,50.708333333333336,0.3,2.8666666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-18,23.760416666666668,63.083333333333336,7.26,1.6608333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-19,24.99,53.083333333333336,0.0,1.9983333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-20,24.534166666666664,53.791666666666664,1.49,2.8991666666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-21,25.42625,48.833333333333336,0.11,3.0875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-22,25.08,53.583333333333336,0.18,2.725,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-23,24.281666666666666,58.583333333333336,2.31,3.1012500000000003,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-24,23.519583333333333,64.29166666666667,2.2800000000000002,3.0033333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-25,24.745416666666667,53.375,0.0,2.825833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-26,24.373333333333335,59.75,10.56,2.2399999999999998,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-27,23.027916666666666,71.45833333333333,8.4,1.8183333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-28,23.474166666666665,66.0,2.51,2.6683333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-29,22.760833333333334,60.375,0.62,3.0883333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-30,23.38083333333333,63.416666666666664,1.4,2.362083333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-08-31,23.55875,64.45833333333333,0.92,2.464166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-01,22.918333333333333,67.33333333333333,2.22,3.0716666666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-02,23.151666666666667,63.5,0.8,2.9766666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-03,22.829166666666666,63.708333333333336,0.65,2.5100000000000002,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-04,23.279583333333335,66.5,2.76,2.1754166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-05,22.75208333333333,68.75,1.42,2.4854166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-06,22.872500000000002,65.04166666666667,1.38,2.549583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-07,22.55666666666667,68.25,2.35,2.154166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-08,24.002499999999998,61.333333333333336,0.0,2.6287499999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-09,24.713333333333335,53.833333333333336,0.0,3.74875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-10,23.82375,53.708333333333336,0.23,2.8033333333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-11,23.66541666666667,54.708333333333336,0.0,2.39,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-12,24.839583333333334,48.666666666666664,0.0,1.4262499999999998,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-13,25.52625,47.166666666666664,2.03,2.17125,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-14,23.593333333333334,60.666666666666664,0.97,1.8208333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-15,23.224999999999998,66.45833333333333,4.67,2.1979166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-16,22.814166666666665,67.41666666666667,0.0,1.4895833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-17,23.34583333333333,59.166666666666664,0.25,1.9516666666666669,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-18,23.61,61.25,0.89,2.4716666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-19,23.792916666666667,57.375,1.42,1.8099999999999998,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-20,23.183333333333334,66.91666666666667,3.08,1.7579166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-21,22.532916666666665,66.0,2.3000000000000003,2.5433333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-22,23.395,64.375,0.61,2.560416666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-23,25.000833333333333,54.083333333333336,0.0,2.5749999999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-24,23.963333333333335,58.625,0.14,2.6470833333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-25,24.122083333333332,58.5,0.0,2.28,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-26,23.7925,59.208333333333336,0.63,1.3120833333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-27,24.583333333333332,56.041666666666664,0.0,1.3729166666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-28,25.2975,55.083333333333336,1.51,1.0216666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-29,23.987916666666667,61.958333333333336,0.8200000000000001,1.6629166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-09-30,23.569166666666664,58.291666666666664,1.7999999999999998,2.2016666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-01,23.430833333333336,57.0,0.47000000000000003,1.4766666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-02,23.765,53.166666666666664,0.0,1.4916666666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-03,25.844583333333333,32.5,0.0,1.9175000000000002,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-04,26.170416666666668,27.083333333333332,0.0,1.6641666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-05,25.205416666666665,39.208333333333336,0.0,1.4704166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-06,25.08375,46.291666666666664,0.0,1.9833333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-07,25.461249999999996,45.666666666666664,0.0,1.9558333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-08,25.31041666666667,40.875,0.0,2.43125,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-09,24.789583333333336,45.291666666666664,0.0,2.1670833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-10,25.3225,43.875,0.0,2.779583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-11,25.1125,46.25,0.0,2.6391666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-12,26.032083333333333,33.416666666666664,0.0,2.8562499999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-13,26.213333333333335,25.958333333333332,0.0,2.45125,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-14,26.709166666666665,29.541666666666668,0.0,2.2375000000000003,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-15,26.322083333333335,33.25,0.0,1.9908333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-16,25.41333333333333,38.291666666666664,0.0,1.9437499999999999,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-17,26.861666666666665,36.125,0.0,2.0875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-18,26.59125,37.416666666666664,0.0,2.36,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-19,26.12625,37.125,0.0,2.4204166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-20,25.94333333333333,36.0,0.0,2.4812499999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-21,26.03916666666667,32.916666666666664,0.0,2.40375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-22,26.14916666666667,33.666666666666664,0.0,1.93,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-23,27.038749999999997,32.583333333333336,0.0,2.4499999999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-24,25.774583333333336,37.875,0.14,2.2891666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-25,25.426666666666666,41.25,0.0,2.9570833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-26,24.639583333333334,46.083333333333336,0.0,3.455,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-27,22.485416666666666,68.33333333333333,5.29,1.3258333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-28,23.426666666666666,56.25,1.11,1.3925,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-29,23.217916666666667,55.791666666666664,2.4499999999999997,1.2608333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-30,22.574166666666667,61.041666666666664,0.71,1.3091666666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-10-31,23.639583333333334,49.458333333333336,0.0,1.4441666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-01,23.569166666666664,48.666666666666664,0.0,2.1445833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-02,23.984583333333333,47.0,0.0,1.9095833333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-03,22.995416666666667,51.708333333333336,0.0,1.4070833333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-04,24.142916666666668,47.208333333333336,0.0,2.0091666666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-05,23.797083333333333,44.125,0.0,2.9891666666666663,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-06,23.382499999999997,45.583333333333336,0.0,2.9104166666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-07,22.764166666666668,44.625,0.0,2.9575,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-08,22.575,38.041666666666664,0.0,2.347916666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-09,23.273750000000003,34.833333333333336,0.0,2.0229166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-10,23.855,39.458333333333336,0.0,2.31625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-11,23.724166666666665,51.083333333333336,0.1,2.5370833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-12,23.1825,44.291666666666664,0.0,2.8995833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-13,23.1125,27.208333333333332,0.0,2.3891666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-14,22.92375,30.25,0.0,2.3941666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-15,22.724999999999998,27.583333333333332,0.0,2.3820833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-16,22.1825,24.875,0.0,2.3991666666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-17,21.433333333333334,23.625,0.0,2.0933333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-18,21.324166666666667,23.416666666666668,0.0,2.040833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-19,20.925416666666667,29.208333333333332,0.0,1.9279166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-20,21.252083333333335,34.708333333333336,0.0,1.5833333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-21,22.406666666666666,31.875,0.0,1.64625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-22,23.11208333333333,33.333333333333336,0.0,2.004583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-23,23.681250000000002,37.166666666666664,0.0,2.2083333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-24,23.29041666666667,45.583333333333336,0.0,2.464583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-25,22.499166666666667,46.583333333333336,0.5700000000000001,2.747916666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-26,21.8225,36.791666666666664,0.0,2.4370833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-27,22.47,44.041666666666664,0.0,2.25,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-28,22.7225,50.375,0.13,2.2066666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-29,23.01125,36.541666666666664,0.0,2.7295833333333337,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-11-30,21.68541666666667,28.166666666666668,0.0,2.44375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2017-12-01,21.922916666666666,23.625,0.0,1.9412500000000001,,0,0,0,0,0,0,0,0,0,0
2017-12-02,21.442916666666665,24.041666666666668,0.0,2.1991666666666667,,0,0,0,0,0,0,0,0,0,0
2017-12-03,20.956666666666667,29.0,0.0,2.2983333333333333,,0,0,0,0,0,0,0,0,0,0
2017-12-04,20.607083333333332,29.958333333333332,0.0,2.1641666666666666,,0,0,0,0,0,0,0,0,0,0
2017-12-05,21.01,33.458333333333336,0.0,1.9204166666666669,,0,0,0,0,0,0,0,0,0,0
2017-12-06,21.102083333333333,35.708333333333336,0.0,1.9383333333333335,,0,0,0,0,0,0,0,0,0,0
2017-12-07,21.153333333333332,34.875,0.0,2.0412500000000002,,0,0,0,0,0,0,0,0,0,0
2017-12-08,20.496666666666666,43.75,0.0,2.705416666666667,,0,0,0,0,0,0,0,0,0,0
2017-12-09,19.695416666666667,38.541666666666664,0.0,2.9583333333333335,,0,0,0,0,0,0,0,0,0,0
2017-12-10,18.778333333333332,32.833333333333336,0.0,2.2825,,0,0,0,0,0,0,0,0,0,0
2017-12-11,18.493750000000002,24.75,0.0,2.3937500000000003,,0,0,0,0,0,0,0,0,0,0
2017-12-12,18.27,22.083333333333332,0.0,2.1808333333333336,,0,0,0,0,0,0,0,0,0,0
2017-12-13,17.924583333333334,17.208333333333332,0.0,2.0695833333333336,,0,0,0,0,0,0,0,0,0,0
2017-12-14,19.753333333333334,13.625,0.0,1.7537500000000001,,0,0,0,0,0,0,0,0,0,0
2017-12-15,22.107916666666668,24.291666666666668,0.0,2.1554166666666665,,0,0,0,0,0,0,0,0,0,0
2017-12-16,21.2775,39.208333333333336,0.0,2.045,,0,0,0,0,0,0,0,0,0,0
2017-12-17,21.816666666666666,45.875,0.0,2.1079166666666667,,0,0,0,0,0,0,0,0,0,0
2017-12-18,20.90458333333333,52.0,0.0,2.0370833333333334,,0,0,0,0,0,0,0,0,0,0
2017-12-19,19.585833333333333,50.958333333333336,0.0,2.4341666666666666,,0,0,0,0,0,0,0,0,0,0
2017-12-20,18.358333333333334,34.833333333333336,0.0,2.67625,,0,0,0,0,0,0,0,0,0,0
2017-12-21,17.690416666666668,36.666666666666664,0.0,2.4683333333333333,,0,0,0,0,0,0,0,0,0,0
2017-12-22,17.25125,38.333333333333336,0.0,2.3337499999999998,,0,0,0,0,0,0,0,0,0,0
2017-12-23,17.67625,36.541666666666664,0.0,2.3545833333333333,,0,0,0,0,0,0,0,0,0,0
2017-12-24,18.39625,35.875,0.0,1.8366666666666667,,0,0,0,0,0,0,0,0,0,0
2017-12-25,20.160416666666666,32.791666666666664,0.0,1.8016666666666667,,0,0,0,0,0,0,0,0,0,0
2017-12-26,20.224999999999998,28.791666666666668,0.0,2.025,,0,0,0,0,0,0,0,0,0,0
2017-12-27,19.437916666666666,25.041666666666668,0.0,2.56375,,0,0,0,0,0,0,0,0,0,0
2017-12-28,19.071666666666665,22.625,0.0,2.1533333333333333,,0,0,0,0,0,0,0,0,0,0
2017-12-29,19.428333333333335,27.708333333333332,0.0,2.277083333333333,,0,0,0,0,0,0,0,0,0,0
2017-12-30,19.315416666666668,28.708333333333332,0.0,2.1995833333333334,,0,0,0,0,0,0,0,0,0,0
2017-12-31,19.704583333333332,27.25,0.0,2.0508333333333333,,0,0,0,0,0,0,0,0,0,0
2018-01-01,20.107499999999998,19.708333333333332,0.0,2.06125,,0,0,0,0,0,0,0,0,0,0
2018-01-02,19.81375,26.041666666666668,0.0,2.5066666666666664,,0,0,0,0,0,0,0,0,0,0
2018-01-03,19.79625,39.625,0.0,2.275,,0,0,0,0,0,0,0,0,0,0
2018-01-04,20.432916666666667,32.625,0.0,2.1766666666666667,,0,0,0,0,0,0,0,0,0,0
2018-01-05,20.391666666666666,27.75,0.0,2.4070833333333335,,0,0,0,0,0,0,0,0,0,0
2018-01-06,20.365,40.375,0.0,2.4754166666666664,,0,0,0,0,0,0,0,0,0,0
2018-01-07,21.14,46.375,0.0,2.4170833333333333,,0,0,0,0,0,0,0,0,0,0
2018-01-08,20.294166666666666,53.625,0.0,2.5124999999999997,,0,0,0,0,0,0,0,0,0,0
2018-01-09,20.147916666666667,53.666666666666664,0.0,2.2475,,0,0,0,0,0,0,0,0,0,0
2018-01-10,18.844583333333333,51.875,0.0,2.38875,,0,0,0,0,0,0,0,0,0,0
2018-01-11,19.53,52.0,0.0,2.5541666666666667,,0,0,0,0,0,0,0,0,0,0
2018-01-12,18.242083333333333,39.0,0.0,2.55125,,0,0,0,0,0,0,0,0,0,0
2018-01-13,17.577083333333334,24.791666666666668,0.0,2.1029166666666668,,0,0,0,0,0,0,0,0,0,0
2018-01-14,17.74125,19.666666666666668,0.0,2.1304166666666666,,0,0,0,0,0,0,0,0,0,0
2018-01-15,17.97,15.166666666666666,0.0,2.2829166666666665,,0,0,0,0,0,0,0,0,0,0
2018-01-16,18.68625,24.916666666666668,0.0,2.245416666666667,,0,0,0,0,0,0,0,0,0,0
2018-01-17,20.150833333333335,27.208333333333332,0.0,1.8045833333333334,,0,0,0,0,0,0,0,0,0,0
2018-01-18,21.314583333333335,27.791666666666668,0.0,1.8316666666666668,,0,0,0,0,0,0,0,0,0,0
2018-01-19,21.707916666666666,41.75,0.0,2.2183333333333333,,0,0,0,0,0,0,0,0,0,0
2018-01-20,22.154583333333335,50.0,0.0,2.5412500000000002,,0,0,0,0,0,0,0,0,0,0
2018-01-21,21.458333333333332,47.833333333333336,0.0,2.41125,,0,0,0,0,0,0,0,0,0,0
2018-01-22,22.24291666666667,39.125,0.0,2.299583333333333,,0,0,0,0,0,0,0,0,0,0
2018-01-23,22.945833333333336,32.833333333333336,0.0,2.2687500000000003,,0,0,0,0,0,0,0,0,0,0
2018-01-24,21.677916666666665,34.833333333333336,0.0,2.080833333333333,,0,0,0,0,0,0,0,0,0,0
2018-01-25,22.115416666666665,33.291666666666664,0.0,2.061666666666667,,0,0,0,0,0,0,0,0,0,0
2018-01-26,22.322083333333335,28.5,0.0,2.4929166666666664,,0,0,0,0,0,0,0,0,0,0
2018-01-27,21.715,42.833333333333336,0.0,2.935,,0,0,0,0,0,0,0,0,0,0
2018-01-28,21.517916666666665,48.083333333333336,0.0,2.6225,,0,0,0,0,0,0,0,0,0,0
2018-01-29,22.32625,50.875,0.0,2.419166666666667,,0,0,0,0,0,0,0,0,0,0
2018-01-30,22.71875,45.041666666666664,0.0,2.2504166666666667,,0,0,0,0,0,0,0,0,0,0
2018-01-31,21.802916666666665,38.375,0.0,2.3966666666666665,,0,0,0,0,0,0,0,0,0,0
2018-02-01,21.014166666666668,47.166666666666664,0.0,2.355,,0,0,0,0,0,0,0,0,0,0
2018-02-02,21.40375,48.958333333333336,0.0,2.2754166666666666,,0,0,0,0,0,0,0,0,0,0
2018-02-03,21.967916666666667,53.25,0.0,2.7279166666666668,,0,0,0,0,0,0,0,0,0,0
2018-02-04,19.24,56.5,0.0,2.427916666666667,,0,0,0,0,0,0,0,0,0,0
2018-02-05,20.997083333333332,43.875,0.0,2.4654166666666666,,0,0,0,0,0,0,0,0,0,0
2018-02-06,19.51125,33.916666666666664,0.0,2.5483333333333333,,0,0,0,0,0,0,0,0,0,0
2018-02-07,20.28375,23.958333333333332,0.0,2.0679166666666666,,0,0,0,0,0,0,0,0,0,0
2018-02-08,21.298333333333336,21.791666666666668,0.0,1.93625,,0,0,0,0,0,0,0,0,0,0
2018-02-09,22.448333333333334,23.375,0.0,1.38875,,0,0,0,0,0,0,0,0,0,0
2018-02-10,22.696250000000003,33.25,0.0,1.5170833333333331,,0,0,0,0,0,0,0,0,0,0
2018-02-11,23.7625,34.416666666666664,0.0,1.1091666666666666,,0,0,0,0,0,0,0,0,0,0
2018-02-12,24.93375,39.291666666666664,0.0,1.2925,,0,0,0,0,0,0,0,0,0,0
2018-02-13,25.50708333333333,40.125,0.6,1.55375,,0,0,0,0,0,0,0,0,0,0
2018-02-14,25.877916666666668,40.708333333333336,0.0,1.8316666666666668,,0,0,0,0,0,0,0,0,0,0
2018-02-15,24.182916666666667,45.833333333333336,0.0,2.3033333333333332,,0,0,0,0,0,0,0,0,0,0
2018-02-16,25.164583333333336,38.5,0.0,1.7691666666666668,,0,0,0,0,0,0,0,0,0,0
2018-02-17,26.260833333333334,37.833333333333336,0.0,1.9045833333333333,,0,0,0,0,0,0,0,0,0,0
2018-02-18,25.53125,44.708333333333336,0.0,2.5812500000000003,,0,0,0,0,0,0,0,0,0,0
2018-02-19,24.095,52.75,0.56,2.21875,,0,0,0,0,0,0,0,0,0,0
2018-02-20,23.970416666666665,57.875,2.53,1.425,,0,0,0,0,0,0,0,0,0,0
2018-02-21,23.626666666666665,59.958333333333336,4.76,1.52125,,0,0,0,0,0,0,0,0,0,0
2018-02-22,23.26625,69.08333333333333,3.73,1.5533333333333335,,0,0,0,0,0,0,0,0,0,0
2018-02-23,25.764583333333334,51.625,0.14,1.6708333333333334,,0,0,0,0,0,0,0,0,0,0
2018-02-24,26.965833333333336,41.041666666666664,0.0,1.7020833333333334,,0,0,0,0,0,0,0,0,0,0
2018-02-25,25.765416666666667,41.791666666666664,0.43,2.3841666666666668,,0,0,0,0,0,0,0,0,0,0
2018-02-26,24.902916666666666,49.0,0.18,1.9337499999999999,,0,0,0,0,0,0,0,0,0,0
2018-02-27,24.889166666666668,49.666666666666664,0.0,1.3683333333333334,,0,0,0,0,0,0,0,0,0,0
2018-02-28,25.647916666666664,41.166666666666664,0.0,1.8579166666666664,,0,0,0,0,0,0,0,0,0,0
2018-03-01,25.146666666666665,42.833333333333336,0.12,1.9591666666666665,,0,0,0,0,0,0,0,0,0,0
2018-03-02,21.394166666666667,62.958333333333336,0.47,2.5158333333333336,,0,0,0,0,0,0,0,0,0,0
2018-03-03,19.560416666666665,78.0,1.62,1.8633333333333333,,0,0,0,0,0,0,0,0,0,0
2018-03-04,21.33791666666667,72.04166666666667,2.36,1.66875,,0,0,0,0,0,0,0,0,0,0
2018-03-05,21.688333333333333,69.45833333333333,1.6400000000000001,1.3291666666666666,,0,0,0,0,0,0,0,0,0,0
2018-03-06,21.98166666666667,65.16666666666667,0.2,1.9712500000000002,,0,0,0,0,0,0,0,0,0,0
2018-03-07,23.35625,44.458333333333336,0.0,2.5987500000000003,,0,0,0,0,0,0,0,0,0,0
2018-03-08,23.71666666666667,35.375,0.0,2.3741666666666665,,0,0,0,0,0,0,0,0,0,0
2018-03-09,23.89333333333333,26.916666666666668,0.0,2.1004166666666664,,0,0,0,0,0,0,0,0,0,0
2018-03-10,24.3425,13.75,0.0,2.018333333333333,,0,0,0,0,0,0,0,0,0,0
2018-03-11,25.635,15.5,0.0,1.335,,0,0,0,0,0,0,0,0,0,0
2018-03-12,26.680833333333336,27.375,0.0,1.4454166666666666,,0,0,0,0,0,0,0,0,0,0
2018-03-13,25.643333333333334,43.75,0.0,1.5533333333333335,,0,0,0,0,0,0,0,0,0,0
2018-03-14,23.765416666666667,62.0,4.82,1.2933333333333332,,0,0,0,0,0,0,0,0,0,0
2018-03-15,23.437083333333334,66.375,6.140000000000001,1.4629166666666666,,0,0,0,0,0,0,0,0,0,0
2018-03-16,22.683333333333334,70.0,11.59,1.3225,,0,0,0,0,0,0,0,0,0,0
2018-03-17,21.67625,74.45833333333333,6.54,1.5766666666666669,,0,0,0,0,0,0,0,0,0,0
2018-03-18,21.629583333333333,73.33333333333333,5.91,1.6829166666666666,,0,0,0,0,0,0,0,0,0,0
2018-03-19,22.576666666666668,66.25,1.6400000000000001,1.4104166666666667,,0,0,0,0,0,0,0,0,0,0
2018-03-20,23.09875,61.958333333333336,0.78,1.5004166666666665,,0,0,0,0,0,0,0,0,0,0
2018-03-21,24.17375,49.625,0.0,1.4100000000000001,,0,0,0,0,0,0,0,0,0,0
2018-03-22,24.80125,48.333333333333336,0.52,1.9166666666666667,,0,0,0,0,0,0,0,0,0,0
2018-03-23,25.03333333333333,50.916666666666664,0.16,1.8879166666666667,,0,0,0,0,0,0,0,0,0,0
2018-03-24,25.35083333333333,41.791666666666664,0.12,2.012916666666667,,0,0,0,0,0,0,0,0,0,0
2018-03-25,25.22791666666667,32.791666666666664,0.0,2.0475,,0,0,0,0,0,0,0,0,0,0
2018-03-26,24.650000000000002,25.791666666666668,0.0,2.30875,,0,0,0,0,0,0,0,0,0,0
2018-03-27,24.95125,24.666666666666668,0.0,1.7258333333333333,,0,0,0,0,0,0,0,0,0,0
2018-03-28,24.996666666666666,36.208333333333336,0.0,1.9808333333333332,,0,0,0,0,0,0,0,0,0,0
2018-03-29,24.72458333333333,43.041666666666664,0.0,1.8283333333333334,,0,0,0,0,0,0,0,0,0,0
2018-03-30,26.5025,36.833333333333336,0.0,2.3804166666666666,,0,0,0,0,0,0,0,0,0,0
